listing_id,description,room_type,host_name,last_review,price,nbhood_full,last_review_year
3133055,Relax in an oasis of quiet in a beautiful house!,Private Room,Gil,01/07/2019,160,"Brooklyn, Flatbush",2019
3137906,Lovely room in Williamsburg,Private Room,Natalie,10/06/2019,64,"Brooklyn, Williamsburg",2019
3139489,"Nice Cozy Room in BROOKLYN, NYC, NY, Bushwick",Private Room,Victor,21/06/2019,33,"Brooklyn, Bushwick",2019
3139918,Bright Quiet 1BD in the Heart of BK,Entire Home/Apt,Sara,17/06/2019,150,"Brooklyn, Boerum Hill",2019
3143596,Open Loft in Historic Townhome - Near Metro & Food,Entire Home/Apt,Tenisha & Marty,15/05/2019,145,"Brooklyn, Bedford-Stuyvesant",2019
3144135,Cozy Garden View Apartment!  Perfect for Families!,Entire Home/Apt,Rick,29/03/2019,185,"Brooklyn, Bedford-Stuyvesant",2019
3153140,Four-Bedroom Victorian Near Ferry,Entire Home/Apt,Lynn,14/06/2019,195,"Staten Island, St. George",2019
3153603,Private 1 bd Apt 1 blk off the J,Entire Home/Apt,Quinn,23/05/2019,67,"Brooklyn, Bushwick",2019
3161739,Up among the trees in Bed Stuy,Entire Home/Apt,Anna,15/05/2019,125,"Brooklyn, Bedford-Stuyvesant",2019
3166540,"Brownstone Duplex with Garden,Deck & 8' pool table",Entire Home/Apt,Mark,01/01/2019,270,"Brooklyn, Park Slope",2019
3167768,Family-friendly 3-bedroom condo,Entire Home/Apt,Natasha,05/07/2019,275,"Brooklyn, Prospect Heights",2019
3171880,Light Filled Loft Studio in Fort Greene,Entire Home/Apt,Benjamin,21/04/2019,165,"Brooklyn, Fort Greene",2019
3172212,Spacious room in artist Loft,Private Room,Tanda,10/06/2019,85,"Brooklyn, South Slope",2019
3172778,PRIME WILLIAMSBURG FAMILY ART LOFT,Entire Home/Apt,Daphna,30/06/2019,170,"Brooklyn, Williamsburg",2019
3173148,BEAUTIFUL Williamsburg Palace!,Private Room,Justin,30/04/2019,70,"Brooklyn, Williamsburg",2019
3175088,SPACIOUS  ARTIST LOFT IN CHELSA,Entire Home/Apt,S Anthony,16/06/2019,275,"Manhattan, Chelsea",2019
3176526,Great room with private bathroom!!,Private Room,Sil,17/06/2019,120,"Brooklyn, Crown Heights",2019
3176874,New 2 Bed.apt. 10 min to NYC! one block from train,Entire Home/Apt,Vlado & Sandra,21/06/2019,119,"Queens, Astoria",2019
3177702,Brooklyn Flat in Historic Row House,Entire Home/Apt,Velma,27/05/2019,155,"Brooklyn, Bedford-Stuyvesant",2019
3185829,2BR Private Apt Guest Homestay,Entire Home/Apt,Carol,10/06/2019,95,"Bronx, Williamsbridge",2019
3186103,Park Slope 3 BR Duplex with Garden,Entire Home/Apt,Ryan,22/04/2019,450,"Brooklyn, Park Slope",2019
3187925,Brownstone Luxury Apartment Facing Ft.Greene Park,Entire Home/Apt,Stanley,25/05/2019,215,"Brooklyn, Fort Greene",2019
3191678,Private Room in Riverdale NY,Private Room,Yan,11/05/2019,75,"Bronx, Fieldston",2019
3198018,Park slope 2BR duplex with garden,Entire Home/Apt,Birgitta,16/06/2019,300,"Brooklyn, Park Slope",2019
3198365,Cozy Studio Close to Central Park,Entire Home/Apt,Gina,29/06/2019,175,"Manhattan, Harlem",2019
3200522,Brooklyn 3BR Near Subways,Entire Home/Apt,Thomas & Gaby,19/06/2019,120,"Brooklyn, Crown Heights",2019
3201696,Cozy 5 Bdrm in Historic Harlem NY,Entire Home/Apt,Larry,05/07/2019,345,"Manhattan, Harlem",2019
3202590,The Lincoln,Entire Home/Apt,Althea,18/05/2019,225,"Brooklyn, Crown Heights",2019
3206224,Improved Response Rate@ The Valley,Entire Home/Apt,Shae,15/06/2019,110,"Brooklyn, Bushwick",2019
3207986,"Modern loft in Cobble Hill, BK",Private Room,Lisa,31/05/2019,99,"Brooklyn, Boerum Hill",2019
3208747,Cute UWS Studio Near Central Park Clean & Quiet,Entire Home/Apt,Michelle,21/06/2019,120,"Manhattan, Upper West Side",2019
3208904,Chic Designer’s Room & 2 Beds in Manhattan LES,Private Room,Jackie,07/07/2019,89,"Manhattan, Lower East Side",2019
3209980,Private room in 2B East Village!,Private Room,Tal,05/07/2019,85,"Manhattan, East Village",2019
3212765,A single room  that converts  with bathroom,Private Room,Anthony,01/07/2019,125,"Manhattan, Midtown",2019
3215660,Comfortable sofa bed in Manhattan,Shared Room,Heather,23/06/2019,45,"Manhattan, East Harlem",2019
3216335,Quiet Park Slope Apartment - August  specials!,Entire Home/Apt,Julie,12/06/2019,330,"Brooklyn, Park Slope",2019
3218526,Sunny Suite in Historic Brooklyn,Entire Home/Apt,Samantha And Scott,06/07/2019,165,"Brooklyn, Flatbush",2019
3220178,Artist's home near park and trains,Private Room,Dov,22/06/2019,55,"Brooklyn, Prospect-Lefferts Gardens",2019
3224913,Private Nook in Bushwick Improved Response Rate,Entire Home/Apt,Shae,23/06/2019,55,"Brooklyn, Bushwick",2019
3230053,Modern 1BR apt in Greenpoint/Williamsburg Brooklyn,Entire Home/Apt,May,24/02/2019,111,"Brooklyn, Greenpoint",2019
3235070,"Peaceful, beautiful home away",Entire Home/Apt,Norva,16/06/2019,150,"Manhattan, Harlem",2019
3236385,Cute and Cozy Two Bedroom in Sunset Park,Entire Home/Apt,Brooke,07/01/2019,88,"Brooklyn, Sunset Park",2019
3236977,Private 3 Floor Whole Hse/Garden,Entire Home/Apt,Melissa,05/07/2019,425,"Brooklyn, Carroll Gardens",2019
3238517,Brooklyn Cozy Garden Apt,Private Room,Ava,05/06/2019,105,"Brooklyn, Bedford-Stuyvesant",2019
3240838,Sunny and cozy room in Midtown,Private Room,Andrea,27/04/2019,60,"Manhattan, Kips Bay",2019
3241502,Modern Bedroom & Living Room Combination!,Private Room,Malik,13/05/2019,89,"Manhattan, East Harlem",2019
3241858,Right in the center of Manhattan,Entire Home/Apt,Chen,26/06/2019,200,"Manhattan, Upper East Side",2019
3245000,Spacious prewar apartment in heart of Greenpoint,Entire Home/Apt,Katy,18/03/2019,149,"Brooklyn, Greenpoint",2019
3247291,Comfort and Charm in Harlem Brownstone near Subway,Private Room,Soon,03/07/2019,80,"Manhattan, Harlem",2019
3248010,Chic Aptmnt close to Barclay Center,Entire Home/Apt,Rebekah,25/06/2019,125,"Brooklyn, Park Slope",2019
3248671,Private Room in Artist's Loft,Private Room,Anna,18/06/2019,65,"Brooklyn, Williamsburg",2019
3258196,"Big sunny room, prime location!",Private Room,Goran,07/01/2019,89,"Brooklyn, Williamsburg",2019
3258197,Large 1br Duplex in Heart of Upper East Side,Entire Home/Apt,Jeff,30/06/2019,16,"Manhattan, Upper East Side",2019
3261569,Big Private 4 bedrooms 1 bathroom Near Subway!,Entire Home/Apt,Dee,25/05/2019,300,"Brooklyn, Crown Heights",2019
3262238,Murray Hill Modern,Entire Home/Apt,Ramon,30/06/2019,250,"Manhattan, Kips Bay",2019
3262930,Cosy room with private bathroom-NYC,Private Room,Irena,24/06/2019,140,"Manhattan, Upper East Side",2019
3265407,Sunny Brooklyn room,Private Room,Linnea,27/04/2019,57,"Brooklyn, Prospect Heights",2019
3265409,Charming Chelsea bedroom,Private Room,Rivani,28/06/2019,90,"Manhattan, Chelsea",2019
3268008,West Village designer studio,Entire Home/Apt,Matt,02/07/2019,200,"Manhattan, West Village",2019
3269281,Stylish 2BR in heart of Park Slope,Entire Home/Apt,Jon,30/06/2019,100,"Brooklyn, Park Slope",2019
3270009,Private oasis-charming gingerbread home!❤️❤️❤️❤️❤️,Entire Home/Apt,Suzy,19/04/2019,68,"Brooklyn, Bedford-Stuyvesant",2019
3271893,Park Slope Town House,Entire Home/Apt,Stefano,05/07/2019,250,"Brooklyn, Park Slope",2019
3272628,cozy harlem getaway,Entire Home/Apt,Laura,07/04/2019,80,"Manhattan, Harlem",2019
3276963,"Huge, Perfect Location West Village",Entire Home/Apt,Celeste,24/06/2019,166,"Manhattan, West Village",2019
3279671,Quiet 1BR in Chelsea,Entire Home/Apt,Michelle,25/05/2019,165,"Manhattan, Chelsea",2019
3283028,"NICE Williamsburg Brooklyn, 2 Bedrooms off L train",Entire Home/Apt,Danny,02/06/2019,169,"Brooklyn, Williamsburg",2019
3283409,Beautiful Brooklyn Brownstone,Entire Home/Apt,Mary & Josh,25/06/2019,139,"Brooklyn, Bedford-Stuyvesant",2019
3286369,Close to JFK & LGA Feels like home,Private Room,Smidty,02/07/2019,135,"Brooklyn, East New York",2019
3290309,Oasis in the heart of New York,Entire Home/Apt,Amanda,24/05/2019,250,"Manhattan, Nolita",2019
3293842,Brooklyn Living with Balcony!,Entire Home/Apt,Theresa,27/04/2019,121,"Brooklyn, Sunset Park",2019
3297016,Super cute private room +amminities,Entire Home/Apt,Linda,15/06/2019,160,"Brooklyn, Crown Heights",2019
3302463,Luxurious Brownstone Parlour,Entire Home/Apt,Robert,22/06/2019,275,"Manhattan, Gramercy",2019
3302921,Cozy quiet East Village room/en suite bathroom,Entire Home/Apt,Carrie,23/06/2019,189,"Manhattan, East Village",2019
3303165,Ocean Hill Oasis,Entire Home/Apt,Louisa,26/06/2019,99,"Brooklyn, Cypress Hills",2019
3303301,Superhost! Modern Private APT/15min Manhattan,Entire Home/Apt,Anne,29/06/2019,200,"Brooklyn, Bedford-Stuyvesant",2019
3303382,Hamilton Heights - Private Guest Suite,Entire Home/Apt,Delphine And Michael,29/06/2019,145,"Manhattan, Harlem",2019
3304307,Lovely Shiny Private Room in NYC,Private Room,Natasha,01/06/2019,100,"Manhattan, East Harlem",2019
3309982,3 Bedroom Brownstone in Historic Crown Heights.,Entire Home/Apt,Simone,01/01/2019,220,"Brooklyn, Crown Heights",2019
3311821,Williamsburg COZY SUNNY next2train!,Private Room,Pam,26/05/2019,100,"Brooklyn, Williamsburg",2019
3311830,Beautiful Clean & Quiet Room! Rm#1,Private Room,Christopher,16/06/2019,59,"Queens, Ridgewood",2019
3312276,"Cozy studio/kitchen, bathroom",Entire Home/Apt,Desmar,09/06/2019,75,"Bronx, Mott Haven",2019
3312417,Cozy bedroom in Brooklyn!,Private Room,Jessica,30/06/2019,78,"Brooklyn, Bedford-Stuyvesant",2019
3318859,Studio w/ Private Entry in Greenpoint Brooklyn,Private Room,Aaron,12/02/2019,69,"Brooklyn, Greenpoint",2019
3323189,2000 sq ft Photographers loft,Entire Home/Apt,Dave,30/06/2019,785,"Manhattan, Chinatown",2019
3324203,Spacious Studio in my new smart house,Entire Home/Apt,Dorina,05/07/2019,99,"Queens, Middle Village",2019
3325617,LEGAL studio in Queens,Entire Home/Apt,Shawn & Christine,18/06/2019,105,"Queens, Woodside",2019
3328706,Central Park West. Queen Size Room,Private Room,Fernando,23/06/2019,90,"Manhattan, Upper West Side",2019
3334361,Seven Days Sleep Near Prospect Park,Entire Home/Apt,Louis,06/07/2019,92,"Brooklyn, Prospect-Lefferts Gardens",2019
3339273,Quiet & Close to All + Washer/Dryer in Chelsea,Entire Home/Apt,Michael,18/02/2019,93,"Manhattan, Chelsea",2019
3339399,west village 1BR!best value!,Entire Home/Apt,Host,20/05/2019,300,"Manhattan, West Village",2019
3344177,Park Slope Haven,Entire Home/Apt,Richard,28/06/2019,200,"Brooklyn, South Slope",2019
3344237,Stay in the heart of the East side!,Private Room,Alejandro,27/06/2019,125,"Manhattan, Midtown",2019
3344815,Good Living in Brooklyn! Double Bed,Private Room,Karen,02/01/2019,46,"Brooklyn, Bushwick",2019
3349699,Spacious apartment with garden,Entire Home/Apt,Susanna,26/04/2019,150,"Brooklyn, Williamsburg",2019
3351584,Amazing Oasis in NYC!,Private Room,Lauren,25/05/2019,80,"Manhattan, Washington Heights",2019
3354459,Family home near Prospect Park,Entire Home/Apt,Johanna,27/04/2019,200,"Brooklyn, South Slope",2019
3359510,Gorgeous Loft w/ 2 queen beds & full kitchen!,Entire Home/Apt,Vida,30/06/2019,129,"Brooklyn, Greenpoint",2019
3363462,Gorgeous Studio Apt Upper East Side,Entire Home/Apt,Tanya,20/05/2019,185,"Manhattan, Upper East Side",2019
3368441,Modern rowhouse in prime Ft Greene,Entire Home/Apt,Kathrine,23/06/2019,316,"Brooklyn, Fort Greene",2019
3369100,Park Slope Studio Apartment,Entire Home/Apt,Michael,26/06/2019,175,"Brooklyn, Park Slope",2019
3372399,Lisa's Townhouse - Luxury & Style,Entire Home/Apt,Peter,01/01/2019,175,"Brooklyn, Bedford-Stuyvesant",2019
3373030,"Cute,Cozy Lower East Side 1bdrm",Entire Home/Apt,Ben,25/06/2019,150,"Manhattan, Lower East Side",2019
3375448,Williamsburg Garden Apartment,Entire Home/Apt,Hannah,23/06/2019,225,"Brooklyn, Williamsburg",2019
3376999,Fabulous Family Getaway,Entire Home/Apt,Julia,24/06/2019,200,"Brooklyn, Crown Heights",2019
3379914,Spacious & Cozy NYC Apartment in Brooklyn/Queens,Entire Home/Apt,Suzy,18/03/2019,89,"Queens, Ridgewood",2019
3383382,Modern 1 BR + terrace in Gramercy,Entire Home/Apt,David,27/05/2019,165,"Manhattan, Kips Bay",2019
3386226,"Lovely 2 Floor Home, Gem in Heart of Williamsburg!",Entire Home/Apt,Paulina,23/06/2019,285,"Brooklyn, Williamsburg",2019
3386923,"cozy room, close to trains, explore brooklyn!",Private Room,Arika,08/06/2019,70,"Brooklyn, Crown Heights",2019
3394044,Panoramic view of Upper Manhattan!,Private Room,Ivan,04/05/2019,69,"Manhattan, Washington Heights",2019
3394517,A cozy room in a 3 bedroom apt,Private Room,Mario,29/06/2019,69,"Manhattan, East Harlem",2019
3394768,Your NYC haven at Upper Manhattan!,Private Room,Ivan,29/04/2019,54,"Manhattan, Harlem",2019
3394964,Your Manhattan haven: dressed in red,Private Room,Ivan,27/06/2019,50,"Manhattan, Washington Heights",2019
3395099,An Upper-Manhattan room of your own!,Private Room,Ivan,15/06/2019,51,"Manhattan, Washington Heights",2019
3400359,Awesome Deal NYC,Private Room,Pat,29/06/2019,49,"Bronx, Allerton",2019
3401271,Suite Lounge,Entire Home/Apt,Amy,01/07/2019,135,"Manhattan, East Harlem",2019
3403034,Modern Manhattan Living Suite 2A,Entire Home/Apt,Judette,30/04/2019,95,"Manhattan, Harlem",2019
3404472,Charming Boutique Room in Bushwick,Private Room,Kip,30/06/2019,55,"Brooklyn, Bushwick",2019
3404668,"Comfy room, minutes from metro for up to 3 people!",Private Room,Carl,10/06/2019,47,"Brooklyn, Brownsville",2019
3404873,Spot in the Heights!,Private Room,Mordechai,12/06/2019,39,"Manhattan, Washington Heights",2019
3408897,Gorgeous 2 Bedroom Loft in the Heart of Chelsea,Entire Home/Apt,Craig,04/05/2019,349,"Manhattan, Chelsea",2019
3410516,Luxurious Living in Williamsburg/Brooklyn,Entire Home/Apt,Sabine,26/04/2019,250,"Brooklyn, Williamsburg",2019
3411006,"COOL, ARTSY & CENTRAL APARTMENT",Entire Home/Apt,Dee,14/06/2019,290,"Manhattan, East Village",2019
3411815,"Lovely, Sunny Bedroom in Huge DUMBO Apartment",Private Room,Allie,31/05/2019,85,"Brooklyn, Vinegar Hill",2019
3412633,Sunny top floor loft with skylight in downtown NY,Entire Home/Apt,Stina,04/06/2019,146,"Manhattan, Lower East Side",2019
3414607,Sweet 2 bed in Elevator Building,Entire Home/Apt,Marta,06/07/2019,150,"Brooklyn, Prospect Heights",2019
3414885,Artsy Modern Hideout | Two bedrooms with backyard!,Entire Home/Apt,Blake,28/06/2019,240,"Brooklyn, Williamsburg",2019
3415102,3 bedroom loft in Williamsburg,Entire Home/Apt,Randall,05/05/2019,500,"Brooklyn, Williamsburg",2019
3415455,Bright & Spacious 15 mins to Midtown Manhattan,Private Room,Steve,28/06/2019,48,"Queens, Sunnyside",2019
3421589,Adorable Soho Apartment,Entire Home/Apt,Lana,14/04/2019,180,"Manhattan, SoHo",2019
3425168,East Village Apt at Great Location,Entire Home/Apt,Gabi,16/05/2019,122,"Manhattan, East Village",2019
3426233,2 Bd/1 Bath Apartment Upper East Side NYC,Entire Home/Apt,Geoffrey,28/04/2019,400,"Manhattan, Upper East Side",2019
3431378,Luxe Tuscan Suite Private Room,Private Room,Anne,22/06/2019,55,"Bronx, Mott Haven",2019
3437101,Sparkling Brick APT Heart UES +Yoga,Private Room,Jay,15/06/2019,99,"Manhattan, Upper East Side",2019
3440135,Cozy studio in the heart of Greenwich Village,Entire Home/Apt,Casey,18/06/2019,225,"Manhattan, Greenwich Village",2019
3441130,New Building in Williamsburg,Private Room,Daniel,05/04/2019,60,"Brooklyn, Williamsburg",2019
3445138,The Sunniest of Brooklyn Brownstones,Entire Home/Apt,G,27/05/2019,495,"Brooklyn, Park Slope",2019
3447238,"Spacious, Sunny 1 Bedroom Apartment",Entire Home/Apt,Sasha,17/06/2019,98,"Brooklyn, Crown Heights",2019
3450210,Spacious Apt in Townhouse near Columbia University,Entire Home/Apt,Emilie,22/06/2019,215,"Manhattan, Harlem",2019
3458525,Modern & Cozy 1BD Garden Apt,Entire Home/Apt,Natasha,19/06/2019,115,"Manhattan, Harlem",2019
3463385,Gorgeous room in Manhattan,Private Room,Evgenia,27/05/2019,95,"Manhattan, Upper East Side",2019
3463475,☆ PERFECT MANHATTAN LOCATION NEAR SUBWAY & CAFES!☆,Entire Home/Apt,Jenny,30/06/2019,197,"Manhattan, Lower East Side",2019
3465651,"“No Place Like Home”
1st Floor Suburban Apt.",Private Room,"Lisa, Nancy & John",05/07/2019,56,"Staten Island, Eltingville",2019
3465977,Next to Central Park and Natural Science Museum,Entire Home/Apt,Pablo,16/06/2019,225,"Manhattan, Upper West Side",2019
3468942,Luxury Studio Central Park West,Entire Home/Apt,Mat,24/04/2019,199,"Manhattan, Upper West Side",2019
3469115,5-Star Park Slope Suite w/King Bed,Entire Home/Apt,G,07/04/2019,149,"Brooklyn, Park Slope",2019
3469171,Red Hook Prime 1 BR Priv. Garden 3 blks NYC Ferry,Entire Home/Apt,Tom,24/06/2019,142,"Brooklyn, Red Hook",2019
3469295,Harlem Renovated Duplex Townhouse,Entire Home/Apt,Tae,22/06/2019,299,"Manhattan, East Harlem",2019
3474320,Private brownstone studio Brooklyn,Entire Home/Apt,Asa,01/07/2019,160,"Brooklyn, Park Slope",2019
3476105,Your own private big Brooklyn apt!,Entire Home/Apt,Ala,28/05/2019,127,"Brooklyn, Bedford-Stuyvesant",2019
3476431,Charming Fort Greene Studio,Entire Home/Apt,Michelle,01/01/2019,110,"Brooklyn, Clinton Hill",2019
3478771,Great Room in Heart of LES,Private Room,John,30/06/2019,69,"Manhattan, Lower East Side",2019
3479639,Designer's duplex loft with 16' ceilings,Entire Home/Apt,Taylor,15/06/2019,144,"Brooklyn, Bushwick",2019
3486103,Best of Brooklyn & 5 min to Manhattan!,Entire Home/Apt,Tony,27/06/2019,109,"Brooklyn, Williamsburg",2019
3488283,1BR Apt in the Bay Ridge!,Entire Home/Apt,Aleksandar,28/04/2019,75,"Brooklyn, Bay Ridge",2019
3489242,Location little Elio,Private Room,Petya,12/06/2019,38,"Queens, Astoria",2019
3490317,Lovely sun-lit 3-bedroom apartment,Entire Home/Apt,Assiati,22/06/2019,195,"Brooklyn, Bedford-Stuyvesant",2019
3492910,Manhattan Columbia University Courtyard Studio,Entire Home/Apt,Tom,06/06/2019,146,"Manhattan, Morningside Heights",2019
3493833,Huge Artist Loft with BBQ deck -  WILLIAMSBURG,Entire Home/Apt,Paul,01/06/2019,318,"Brooklyn, Williamsburg",2019
3495854,Studio loft - Williamsburg/Bushwick,Entire Home/Apt,Enrico,27/06/2019,140,"Brooklyn, Williamsburg",2019
3496384,Interfaith Retreat Guest Rooms (Om),Private Room,Alex And Zeena,24/06/2019,85,"Manhattan, Chelsea",2019
3512428,Lovely room in doorman building,Private Room,Gabrielle,06/07/2019,90,"Manhattan, Harlem",2019
3512620,Garden Floor Duplex with patio,Entire Home/Apt,Amy,24/06/2019,135,"Brooklyn, Crown Heights",2019
3513303,CHEAP BIG room in Williamsburg,Private Room,Megan,16/06/2019,90,"Brooklyn, Williamsburg",2019
3513960,AMAZING ROOM ARTSY BKLYN BROWNSTONE,Private Room,Shelley,03/06/2019,38,"Brooklyn, Flatbush",2019
3517621,Amazing Renovated studio MurrayHill,Entire Home/Apt,Mike,30/06/2019,87,"Manhattan, Kips Bay",2019
3519172,Gallery Suite,Entire Home/Apt,Rhonda,23/06/2019,250,"Brooklyn, Fort Greene",2019
3522244,Charming Brooklyn Room,Private Room,Brad,09/06/2019,65,"Brooklyn, Clinton Hill",2019
3522513,Central Park home away from home,Entire Home/Apt,Christopher,24/06/2019,129,"Manhattan, Harlem",2019
3522539,"Musician's Loft 1BR w/ Outdoor Space, WiFi, Parks",Entire Home/Apt,Jonathan,12/06/2019,159,"Manhattan, East Village",2019
3526122,W Village Apt w/ Private Roof,Entire Home/Apt,Sean,21/06/2019,249,"Manhattan, West Village",2019
3529500,Gorgeous pre war rowhouse apartment,Entire Home/Apt,Velma,19/06/2019,151,"Brooklyn, Bedford-Stuyvesant",2019
3529503,Quiet room+bath w/ separate entry.,Private Room,Zaineb,24/06/2019,79,"Brooklyn, Bedford-Stuyvesant",2019
3530122,Cozy Harlem Flat!,Entire Home/Apt,Kev,06/07/2019,135,"Manhattan, Harlem",2019
3530395,1 BR in Great NYC Neighborhood,Entire Home/Apt,Edward,08/04/2019,151,"Manhattan, Lower East Side",2019
3530517,2 Story Loft!! Tribeca/Soho :-) best neighborhood,Entire Home/Apt,Josie,14/06/2019,600,"Manhattan, Tribeca",2019
3531018,It's The Brooklyn Way !!!,Entire Home/Apt,Maximus,01/07/2019,59,"Brooklyn, Bedford-Stuyvesant",2019
3531190,"Cozy/Hip LES 2 bedroom, sleeps 2-4",Entire Home/Apt,Michael,05/07/2019,273,"Manhattan, Lower East Side",2019
3531345,Ensuite in Duplex Brownstone with Private Terrace!,Private Room,Andrew,26/04/2019,70,"Manhattan, Harlem",2019
3533180,6BDRM*APT TRAIN TO NYC 15 MIN,Entire Home/Apt,Brendan,12/06/2019,399,"Brooklyn, Bedford-Stuyvesant",2019
3533604,Private Room in a two bedroom apt.,Private Room,Rylan,06/07/2019,96,"Brooklyn, Bushwick",2019
3533669,Charming West Village Apartment,Shared Room,Ricardo,03/06/2019,110,"Manhattan, West Village",2019
3533777,Private Room In Clean Spacious Apt,Private Room,Anthony,16/06/2019,69,"Manhattan, Harlem",2019
3534137,Beautiful sunny bedroom just off Prospect Park,Private Room,Sigi,04/07/2019,85,"Brooklyn, Prospect-Lefferts Gardens",2019
3534443,Lower East Side Studio- Great Location!,Entire Home/Apt,Aurea,03/02/2019,150,"Manhattan, Lower East Side",2019
3540370,Sunny room in East Village!,Private Room,Kent,27/05/2019,130,"Manhattan, East Village",2019
3543227,Private Suite 15min to Times Square,Private Room,Brendan,01/07/2019,95,"Manhattan, Harlem",2019
3544828,PrivateRoom in Beautiful Brownstone,Private Room,Jillian,02/01/2019,56,"Brooklyn, Bedford-Stuyvesant",2019
3549478,Tasteful French 1BD Apt w/ Garden,Entire Home/Apt,Fanny,07/07/2019,113,"Brooklyn, Bedford-Stuyvesant",2019
3549798,Sunny Private Williamsburg Space,Entire Home/Apt,John,02/07/2019,200,"Brooklyn, Williamsburg",2019
3552043,Zen Loft: Huge Brooklyn Loft for Shoots & Events,Entire Home/Apt,Shell,05/05/2019,500,"Brooklyn, Clinton Hill",2019
3553361,Awesome Loft in Williamsburg,Entire Home/Apt,Thomas,30/06/2019,200,"Brooklyn, Williamsburg",2019
3553768,"Serene, minimalist studio W Village",Entire Home/Apt,Arianna,24/06/2019,200,"Manhattan, West Village",2019
3554230,Beautiful 1200 sf 3 bedroom apt off Prospect Park,Entire Home/Apt,Sigi,01/01/2019,140,"Brooklyn, Prospect-Lefferts Gardens",2019
3554285,Entire Room Brooklyn NYC!!!,Private Room,Sue,24/06/2019,45,"Brooklyn, Crown Heights",2019
3556615,TimeSq/Brdway/Midtown/A Cozy Petit Versaille/Quiet,Private Room,Earle,09/06/2019,200,"Manhattan, Hell's Kitchen",2019
3562245,"Quiet Sunny 1-Bedroom, Prime East Village Location",Entire Home/Apt,Theresa,01/07/2019,365,"Manhattan, East Village",2019
3563271,Williamsville Sleep & Stay,Private Room,Brian & Arlette,12/06/2019,99,"Brooklyn, Clinton Hill",2019
3567258,Beautiful Loft in Union Square,Entire Home/Apt,Fara,24/06/2019,220,"Manhattan, Gramercy",2019
3575918,The Artist's House (with roof garden!),Private Room,Tyler,09/06/2019,45,"Brooklyn, Prospect-Lefferts Gardens",2019
3576160,One Bedroom in East Harlem,Entire Home/Apt,Francesco,12/05/2019,100,"Manhattan, East Harlem",2019
3580577,Park Slope beauty,Entire Home/Apt,Domenick,03/01/2019,100,"Brooklyn, Sunset Park",2019
3581153,Modern 1BD Chelsea Apartment,Entire Home/Apt,Crystal & John,26/05/2019,230,"Manhattan, Chelsea",2019
3582816,Brownstone Apt with Sunny Garden,Entire Home/Apt,Smith O'Brien,30/06/2019,120,"Brooklyn, Bedford-Stuyvesant",2019
3583702,Brooklyn's Finest,Entire Home/Apt,Erin,01/07/2019,122,"Brooklyn, Bushwick",2019
3585452,A Beautiful Brownstone Apartment,Entire Home/Apt,Michael,26/06/2019,140,"Manhattan, Harlem",2019
3586141,"Brooklyn private room, by F,Gtrain",Private Room,Chadanut,28/04/2019,38,"Brooklyn, Windsor Terrace",2019
3587219,Nice studio in heart of the of the West Village,Entire Home/Apt,Patrick,02/07/2019,200,"Manhattan, West Village",2019
3591107,Gorgeous Bedroom by the Park,Private Room,Lanny,01/01/2019,50,"Brooklyn, Prospect-Lefferts Gardens",2019
3595554,Jackson Stayover Apt,Entire Home/Apt,Adriana,27/06/2019,108,"Queens, St. Albans",2019
3595574,Cheery Studio with Separate Kitchen,Entire Home/Apt,Olivia,23/05/2019,129,"Brooklyn, Prospect Heights",2019
3600108,Great location! Fort Greene!!!,Entire Home/Apt,Annie And Joan,19/06/2019,275,"Brooklyn, Fort Greene",2019
3600496,Large & Spacious **Prime Location,Entire Home/Apt,Raanan,25/03/2019,148,"Manhattan, Midtown",2019
3601324,7even Days Sleep Near Prospect Park,Entire Home/Apt,Louis,03/07/2019,130,"Brooklyn, Crown Heights",2019
3601743,Classic Brooklyn brownstone,Private Room,Richard,29/06/2019,180,"Brooklyn, Park Slope",2019
3602534,Gorgeous Room in Historic Townhouse,Private Room,Sara,17/05/2019,145,"Manhattan, Washington Heights",2019
3605524,"Midtown Apt, Quiet, Walk to Subway",Entire Home/Apt,Tomer,29/05/2019,120,"Manhattan, Kips Bay",2019
3605896,Clean Private Room in Renovated Apartment,Private Room,Pedro Pablo,25/05/2019,59,"Manhattan, Washington Heights",2019
3608353,Prospect Park South,Private Room,Timothy,01/07/2019,91,"Brooklyn, Flatbush",2019
3609762,Sunny spacious 3 BR/ 2Bth in Bayside townhouse,Entire Home/Apt,Irma,19/06/2019,184,"Queens, Bay Terrace",2019
3611813,Discount! Central Clean & Quiet,Private Room,Marshall,14/06/2019,150,"Manhattan, Gramercy",2019
3613839,Cozy  and sunny room in Manhattan,Private Room,Esther,09/06/2019,65,"Manhattan, Harlem",2019
3614113,Private Room in East Village Manhattan,Private Room,Darren,05/05/2019,65,"Manhattan, East Village",2019
3616003,Large Clean Apt in Ditmas Park,Entire Home/Apt,Deanna,27/05/2019,80,"Brooklyn, Flatbush",2019
3617498,"Comfy, convenient bedroom in Bklyn!",Private Room,Andy,06/06/2019,80,"Brooklyn, Prospect-Lefferts Gardens",2019
3623201,Charming brownstone top floor 1BD,Entire Home/Apt,Allegra,22/06/2019,94,"Brooklyn, Park Slope",2019
